路線,路線名稱,方向,站序,中文站點名稱,英文站點名稱,經度,緯度
180,沙鹿 - 彰化,回程,25,大肚,Dadu,120.5456637,24.15009921
180,沙鹿 - 彰化,回程,26,大肚區公所,Dadu District Office,120.545361,24.151198
180,沙鹿 - 彰化,回程,27,大肚車站(沙田路),Dadu Station(Shatian Road),120.5442903,24.15458532
180,沙鹿 - 彰化,回程,28,頂街(沙田路),Dingjie(Shatian Road),120.543934,24.158521
180,沙鹿 - 彰化,回程,29,北頂街,Beiding Street,120.543607,24.160115
180,沙鹿 - 彰化,回程,30,榮華,Ronghua,120.543236,24.161852
180,沙鹿 - 彰化,回程,31,山陽,Shanyang,120.542617,24.165241
180,沙鹿 - 彰化,回程,32,山陽一站,Shanyang 1st Stop,120.542378,24.168897
180,沙鹿 - 彰化,回程,33,沙田中華路口,Shatian-Zhonghua Intersection,120.543414,24.17384
180,沙鹿 - 彰化,回程,34,竹坑口,Zhukengkou,120.544143,24.176727
180,沙鹿 - 彰化,回程,35,村內入口,Village Entrance,120.544792,24.179316
180,沙鹿 - 彰化,回程,36,深水,Shenshui,120.545492,24.18282
180,沙鹿 - 彰化,回程,37,龍崗,Longgang,120.545543,24.186965
180,沙鹿 - 彰化,回程,38,龍井加油站,Longjing Gas Station,120.545828,24.189426
180,沙鹿 - 彰化,回程,39,龍井區公所,Longjing District Office,120.546053,24.192074
180,沙鹿 - 彰化,回程,40,龍井車站,Longjing Station,120.546627,24.197241
180,沙鹿 - 彰化,回程,41,龍泉,Longquan,120.546954,24.198978
180,沙鹿 - 彰化,回程,42,龍目井,Longmujing,120.54821,24.203005
180,沙鹿 - 彰化,回程,43,鷺山,Lushan,120.549535,24.207775
180,沙鹿 - 彰化,回程,44,南山腳,Nanshanjiao,120.550704,24.210505
180,沙鹿 - 彰化,回程,45,龍山國小(山腳里),Longshan Elementary School(shanjiao Village),120.551841,24.213676
180,沙鹿 - 彰化,回程,46,沙田太平路口,Shatian-Taiping Intersection,120.553456,24.21758
180,沙鹿 - 彰化,回程,47,南勢里,Nanshi Village,120.555983,24.220784
180,沙鹿 - 彰化,回程,48,沙田天仁街口,Shatian-Tianren Intersection,120.556964,24.222917
180,沙鹿 - 彰化,回程,49,文光國小,Wenguang Elementary School,120.5574231,24.22426339
180,沙鹿 - 彰化,回程,50,沙田光華路口,Shatian-Guanghua Intersection,120.558348,24.226865
180,沙鹿 - 彰化,回程,51,興仁里(沙田路),Xingren Village(Shatian Road),120.558836,24.230289
180,沙鹿 - 彰化,回程,52,沙鹿光田醫院,Shalu Kuang Tien General Hospital,120.558987,24.234995
180,沙鹿 - 彰化,回程,53,沙鹿車站,Shalu Station,120.559362,24.236108
180,沙鹿 - 彰化,回程,54,沙鹿市場,Shalu Market,120.559832,24.237627
180,沙鹿 - 彰化,回程,55,巨業沙鹿站,Geya-Shalu Bus Station,120.561061,24.237792
181,苑裡站 - 大甲區公所,去程,1,苑裡站,Yuanli Station,120.651579,24.44296
181,苑裡站 - 大甲區公所,去程,2,客庄,Kezhuang,120.650026,24.439595
181,苑裡站 - 大甲區公所,去程,3,房裡,Fangli,120.647854,24.434816
181,苑裡站 - 大甲區公所,去程,4,龍德家商(田心二十四路),Long Der Voca. High School(Tianxin 24th Road),120.643445,24.428492
181,苑裡站 - 大甲區公所,去程,5,南房裡,Nanfangli,120.639984,24.428777
181,苑裡站 - 大甲區公所,去程,6,福德港,Fude Harbor,120.633214,24.429871
181,苑裡站 - 大甲區公所,去程,7,後壁寮,Houbiliao,120.62936,24.430259
181,苑裡站 - 大甲區公所,去程,8,船頭埔,Chuantoupu,120.62591,24.429714
181,苑裡站 - 大甲區公所,去程,9,陳厝(順帆路),Chencuo(Shunfan Road),120.6264,24.42541667
181,苑裡站 - 大甲區公所,去程,10,羅厝前,Luocuoqian,120.626793,24.422437
181,苑裡站 - 大甲區公所,去程,11,西岐,Xiqi,120.627506,24.419716
181,苑裡站 - 大甲區公所,去程,12,西岐里9鄰,Xiqi Village 9th Neighborhood,120.625034,24.419035
181,苑裡站 - 大甲區公所,去程,13,西岐里10鄰,Xiqi Village 10th Neighborhood,120.623521,24.418251
181,苑裡站 - 大甲區公所,去程,14,南西岐,Nanxiqi,120.622008,24.417462
181,苑裡站 - 大甲區公所,去程,15,苗圃,Miaopu,120.619159,24.416187
181,苑裡站 - 大甲區公所,去程,16,長壽會館,Longevity Hall,120.615206,24.41394
181,苑裡站 - 大甲區公所,去程,17,建興,Jianxing,120.614602,24.412668
181,苑裡站 - 大甲區公所,去程,18,李厝前,Licuoqian,120.616083,24.410489
181,苑裡站 - 大甲區公所,去程,19,十甲,Shijia,120.618971,24.408364
181,苑裡站 - 大甲區公所,去程,20,梁厝,Liangcuo,120.620956,24.406938
181,苑裡站 - 大甲區公所,去程,21,育樂路,Yule Road,120.622804,24.405648
181,苑裡站 - 大甲區公所,去程,22,頭張(臨江路),Touzhang(Linjiang Road),120.6248,24.4042
181,苑裡站 - 大甲區公所,去程,23,石頭厝,Shitoucuo,120.6273333,24.40236667
181,苑裡站 - 大甲區公所,去程,24,鄭厝,Zhengcuo,120.63013,24.40024
181,苑裡站 - 大甲區公所,去程,25,龍泉里,Longquan Village,120.631479,24.398442
181,苑裡站 - 大甲區公所,去程,26,南龍泉賴厝,Nanlongquan Laicuo,120.632567,24.396324
181,苑裡站 - 大甲區公所,去程,27,四塊寮,Sikuailiao,120.635161,24.393732
181,苑裡站 - 大甲區公所,去程,28,樹仔腳(臨江路),Shuzijiao(Linjiang Rd.),120.64025,24.38906667
181,苑裡站 - 大甲區公所,去程,29,孟春,Mengchun,120.644673,24.385122
181,苑裡站 - 大甲區公所,去程,30,建興入口,Jianxing Entrance,120.65067,24.381548
181,苑裡站 - 大甲區公所,去程,31,日南車站,Rinan Station,120.653591,24.378531
181,苑裡站 - 大甲區公所,去程,32,日南國中,Rih Nan Junior High School,120.6528238,24.37728483
181,苑裡站 - 大甲區公所,去程,33,大安溪,Da'an River,120.641551,24.366188
181,苑裡站 - 大甲區公所,去程,34,鐵砧山(中山路),Tiezhen Mountain(Zhongshan Road),120.6377577,24.36111317
181,苑裡站 - 大甲區公所,去程,35,頂店,Dingdian,120.633394,24.356314
181,苑裡站 - 大甲區公所,去程,36,永信藥品頂店工廠,YUNGSHIN PHARM IND. CO.LTD Dingdian Factory,120.630448,24.354027
181,苑裡站 - 大甲區公所,去程,37,大同診所,Datong Clinic,120.6279959,24.35174756
181,苑裡站 - 大甲區公所,去程,38,大甲郵局,Dajia Post Office,120.62768,24.347358
181,苑裡站 - 大甲區公所,去程,39,大甲車站(中山路),Dajia Station(Zhongshan Road),120.626808,24.345023
181,苑裡站 - 大甲區公所,去程,40,大甲,Dajia,120.6254916,24.34316989
181,苑裡站 - 大甲區公所,去程,41,南陽里(中山路),Nanyang Village(Zhongshan Road),120.624014,24.342786
181,苑裡站 - 大甲區公所,去程,42,大甲高中(中山路),Dajia Senior High School.(Zhongshan Road),120.621879,24.342329
181,苑裡站 - 大甲區公所,去程,43,義和里,Yihe Village,120.61884,24.340755
181,苑裡站 - 大甲區公所,去程,44,順天國小,Shuentian Elementary School,120.617571,24.343309
181,苑裡站 - 大甲區公所,去程,45,光田醫院(大甲院區),Kuang Tien General Hospital(Dajia Branch),120.617221,24.34724907
181,苑裡站 - 大甲區公所,去程,46,大甲體育場,Dajia Stadium,120.617268,24.349934
181,苑裡站 - 大甲區公所,去程,47,李綜合醫院,Lee's Medical Corporation,120.618486,24.351307
181,苑裡站 - 大甲區公所,去程,48,大甲區公所,Dajia District Office,120.622326,24.349785
181,苑裡站 - 大甲區公所,回程,1,大甲區公所,Dajia District Office,120.622377,24.349705
181,苑裡站 - 大甲區公所,回程,2,李綜合醫院,Lee's Medical Corporation,120.618486,24.351336
181,苑裡站 - 大甲區公所,回程,3,大甲體育場,Dajia Stadium,120.617091,24.349963
181,苑裡站 - 大甲區公所,回程,4,光田醫院(大甲院區),Kuang Tien General Hospital(Dajia Branch),120.61707,24.346007
181,苑裡站 - 大甲區公所,回程,5,順天國小,Shuentian Elementary School,120.617196,24.343793
181,苑裡站 - 大甲區公所,回程,6,義和里,Yihe Village,120.618811,24.340656
181,苑裡站 - 大甲區公所,回程,7,大甲高中(中山路),Dajia Senior High School.(Zhongshan Road),120.621481,24.342166
181,苑裡站 - 大甲區公所,回程,8,南陽里(中山路),Nanyang Village(Zhongshan Road),120.624191,24.342771
181,苑裡站 - 大甲區公所,回程,9,大甲,Dajia,120.625472,24.343072
181,苑裡站 - 大甲區公所,回程,10,大甲車站(中山路),Dajia Station(Zhongshan Road),120.626968,24.345059
181,苑裡站 - 大甲區公所,回程,11,大甲郵局,Dajia Post Office,120.627696,24.347747
181,苑裡站 - 大甲區公所,回程,12,大同診所,Datong Clinic,120.628074,24.351704
181,苑裡站 - 大甲區公所,回程,13,永信藥品頂店工廠,YUNGSHIN PHARM IND. CO.LTD Dingdian Factory,120.6312003,24.354468
181,苑裡站 - 大甲區公所,回程,14,頂店,Dingdian,120.633171,24.356109
181,苑裡站 - 大甲區公所,回程,15,鐵砧山(中山路),Tiezhen Mountain(Zhongshan Road),120.6378592,24.36110367
181,苑裡站 - 大甲區公所,回程,16,大安溪,Da'an River,120.64176,24.366083
181,苑裡站 - 大甲區公所,回程,17,日南國中,Rih Nan Junior High School,120.652824,24.377119
181,苑裡站 - 大甲區公所,回程,18,日南車站,Rinan Station,120.653706,24.378588
181,苑裡站 - 大甲區公所,回程,19,建興入口,Jianxing Entrance,120.650493,24.381724
181,苑裡站 - 大甲區公所,回程,20,孟春,Mengchun,120.644831,24.385087
181,苑裡站 - 大甲區公所,回程,21,樹仔腳(臨江路),Shuzijiao(Linjiang Rd.),120.64025,24.38906667
181,苑裡站 - 大甲區公所,回程,22,四塊寮,Sikuailiao,120.635311,24.393671
181,苑裡站 - 大甲區公所,回程,23,南龍泉賴厝,Nanlongquan Laicuo,120.632488,24.396683
181,苑裡站 - 大甲區公所,回程,24,龍泉里,Longquan Village,120.6315231,24.39845467
181,苑裡站 - 大甲區公所,回程,25,鄭厝,Zhengcuo,120.630351,24.400289
181,苑裡站 - 大甲區公所,回程,26,石頭厝,Shitoucuo,120.6273167,24.4024
181,苑裡站 - 大甲區公所,回程,27,頭張(臨江路),Touzhang(Linjiang Road),120.624993,24.404216
181,苑裡站 - 大甲區公所,回程,28,育樂路,Yule Road,120.62285,24.405685
181,苑裡站 - 大甲區公所,回程,29,梁厝,Liangcuo,120.621284,24.406825
181,苑裡站 - 大甲區公所,回程,30,十甲,Shijia,120.619,24.4084
181,苑裡站 - 大甲區公所,回程,31,李厝前,Licuoqian,120.61626,24.410421
181,苑裡站 - 大甲區公所,回程,32,建興,Jianxing,120.614618,24.41257
181,苑裡站 - 大甲區公所,回程,33,長壽會館,Longevity Hall,120.615251,24.413928
181,苑裡站 - 大甲區公所,回程,34,苗圃,Miaopu,120.619011,24.416064
181,苑裡站 - 大甲區公所,回程,35,南西岐,Nanxiqi,120.62189,24.417355
181,苑裡站 - 大甲區公所,回程,36,西岐里10鄰,Xiqi Village 10th Neighborhood,120.623531,24.418163
181,苑裡站 - 大甲區公所,回程,37,西岐里9鄰,Xiqi Village 9th Neighborhood,120.625071,24.418959
181,苑裡站 - 大甲區公所,回程,38,西岐,Xiqi,120.628381,24.420014
181,苑裡站 - 大甲區公所,回程,39,羅厝前,Luocuoqian,120.626852,24.422588
181,苑裡站 - 大甲區公所,回程,40,陳厝(順帆路),Chencuo(Shunfan Road),120.6264,24.42541667
181,苑裡站 - 大甲區公所,回程,41,船頭埔,Chuantoupu,120.626037,24.42979
181,苑裡站 - 大甲區公所,回程,42,後壁寮,Houbiliao,120.629287,24.430227
181,苑裡站 - 大甲區公所,回程,43,福德港,Fude Harbor,120.633032,24.429802
181,苑裡站 - 大甲區公所,回程,44,南房裡,Nanfangli,120.640011,24.428708
181,苑裡站 - 大甲區公所,回程,45,龍德家商(中山路),Long Der Voca. High School(Zhongshan Road),120.644305,24.428557
181,苑裡站 - 大甲區公所,回程,46,房裡,Fangli,120.647821,24.434701
181,苑裡站 - 大甲區公所,回程,47,客庄,Kezhuang,120.650096,24.439619
181,苑裡站 - 大甲區公所,回程,48,苑裡站,Yuanli Station,120.651598,24.442859
181區1,苑裡站 - 日南國中,去程,1,苑裡站,Yuanli Station,120.651579,24.44296
181區1,苑裡站 - 日南國中,去程,2,客庄,Kezhuang,120.650026,24.439595
181區1,苑裡站 - 日南國中,去程,3,房裡,Fangli,120.647854,24.434816
181區1,苑裡站 - 日南國中,去程,4,龍德家商(田心二十四路),Long Der Voca. High School(Tianxin 24th Road),120.643445,24.428492
181區1,苑裡站 - 日南國中,去程,5,南房裡,Nanfangli,120.639984,24.428777
181區1,苑裡站 - 日南國中,去程,6,福德港,Fude Harbor,120.633214,24.429871
181區1,苑裡站 - 日南國中,去程,7,後壁寮,Houbiliao,120.62936,24.430259
181區1,苑裡站 - 日南國中,去程,8,船頭埔,Chuantoupu,120.62591,24.429714
181區1,苑裡站 - 日南國中,去程,9,陳厝(順帆路),Chencuo(Shunfan Road),120.6264,24.42541667
181區1,苑裡站 - 日南國中,去程,10,羅厝前,Luocuoqian,120.626793,24.422437
181區1,苑裡站 - 日南國中,去程,11,西岐,Xiqi,120.627506,24.419716
181區1,苑裡站 - 日南國中,去程,12,西岐里9鄰,Xiqi Village 9th Neighborhood,120.625034,24.419035
181區1,苑裡站 - 日南國中,去程,13,西岐里10鄰,Xiqi Village 10th Neighborhood,120.623521,24.418251
181區1,苑裡站 - 日南國中,去程,14,南西岐,Nanxiqi,120.622008,24.417462
181區1,苑裡站 - 日南國中,去程,15,苗圃,Miaopu,120.619159,24.416187
181區1,苑裡站 - 日南國中,去程,16,長壽會館,Longevity Hall,120.615206,24.41394
181區1,苑裡站 - 日南國中,去程,17,建興,Jianxing,120.614602,24.412668
181區1,苑裡站 - 日南國中,去程,18,李厝前,Licuoqian,120.616083,24.410489
181區1,苑裡站 - 日南國中,去程,19,十甲,Shijia,120.618971,24.408364
181區1,苑裡站 - 日南國中,去程,20,梁厝,Liangcuo,120.620956,24.406938
181區1,苑裡站 - 日南國中,去程,21,育樂路,Yule Road,120.622804,24.405648
181區1,苑裡站 - 日南國中,去程,22,頭張(臨江路),Touzhang(Linjiang Road),120.6248,24.4042
181區1,苑裡站 - 日南國中,去程,23,石頭厝,Shitoucuo,120.6273333,24.40236667
181區1,苑裡站 - 日南國中,去程,24,鄭厝,Zhengcuo,120.63013,24.40024
181區1,苑裡站 - 日南國中,去程,25,龍泉里,Longquan Village,120.631479,24.398442
181區1,苑裡站 - 日南國中,去程,26,南龍泉賴厝,Nanlongquan Laicuo,120.632567,24.396324
181區1,苑裡站 - 日南國中,去程,27,四塊寮,Sikuailiao,120.635161,24.393732
181區1,苑裡站 - 日南國中,去程,28,樹仔腳(臨江路),Shuzijiao(Linjiang Rd.),120.64025,24.38906667
181區1,苑裡站 - 日南國中,去程,29,孟春,Mengchun,120.644673,24.385122
181區1,苑裡站 - 日南國中,去程,30,建興入口,Jianxing Entrance,120.65067,24.381548
181區1,苑裡站 - 日南國中,去程,31,日南車站,Rinan Station,120.653591,24.378531
181區1,苑裡站 - 日南國中,去程,32,日南國中,Rih Nan Junior High School,120.6528238,24.37728483
181區1,苑裡站 - 日南國中,回程,1,日南國中,Rih Nan Junior High School,120.652824,24.377119
181區1,苑裡站 - 日南國中,回程,2,日南車站,Rinan Station,120.653706,24.378588
181區1,苑裡站 - 日南國中,回程,3,建興入口,Jianxing Entrance,120.650493,24.381724
181區1,苑裡站 - 日南國中,回程,4,孟春,Mengchun,120.644831,24.385087
181區1,苑裡站 - 日南國中,回程,5,樹仔腳(臨江路),Shuzijiao(Linjiang Rd.),120.64025,24.38906667
181區1,苑裡站 - 日南國中,回程,6,四塊寮,Sikuailiao,120.635311,24.393671
181區1,苑裡站 - 日南國中,回程,7,南龍泉賴厝,Nanlongquan Laicuo,120.632488,24.396683
181區1,苑裡站 - 日南國中,回程,8,龍泉里,Longquan Village,120.6315231,24.39845467
181區1,苑裡站 - 日南國中,回程,9,鄭厝,Zhengcuo,120.630351,24.400289
181區1,苑裡站 - 日南國中,回程,10,石頭厝,Shitoucuo,120.6273167,24.4024
181區1,苑裡站 - 日南國中,回程,11,頭張(臨江路),Touzhang(Linjiang Road),120.624993,24.404216
181區1,苑裡站 - 日南國中,回程,12,育樂路,Yule Road,120.62285,24.405685
181區1,苑裡站 - 日南國中,回程,13,梁厝,Liangcuo,120.621284,24.406825
181區1,苑裡站 - 日南國中,回程,14,十甲,Shijia,120.619,24.4084
181區1,苑裡站 - 日南國中,回程,15,李厝前,Licuoqian,120.61626,24.410421
181區1,苑裡站 - 日南國中,回程,16,建興,Jianxing,120.614618,24.41257
181區1,苑裡站 - 日南國中,回程,17,長壽會館,Longevity Hall,120.615251,24.413928
181區1,苑裡站 - 日南國中,回程,18,苗圃,Miaopu,120.619011,24.416064
181區1,苑裡站 - 日南國中,回程,19,南西岐,Nanxiqi,120.62189,24.417355
181區1,苑裡站 - 日南國中,回程,20,西岐里10鄰,Xiqi Village 10th Neighborhood,120.623531,24.418163
181區1,苑裡站 - 日南國中,回程,21,西岐里9鄰,Xiqi Village 9th Neighborhood,120.625071,24.418959
181區1,苑裡站 - 日南國中,回程,22,西岐,Xiqi,120.628381,24.420014
181區1,苑裡站 - 日南國中,回程,23,羅厝前,Luocuoqian,120.626852,24.422588
181區1,苑裡站 - 日南國中,回程,24,陳厝(順帆路),Chencuo(Shunfan Road),120.6264,24.42541667
181區1,苑裡站 - 日南國中,回程,25,船頭埔,Chuantoupu,120.626037,24.42979
181區1,苑裡站 - 日南國中,回程,26,後壁寮,Houbiliao,120.629287,24.430227
181區1,苑裡站 - 日南國中,回程,27,福德港,Fude Harbor,120.633032,24.429802
181區1,苑裡站 - 日南國中,回程,28,南房裡,Nanfangli,120.640011,24.428708
181區1,苑裡站 - 日南國中,回程,29,龍德家商(中山路),Long Der Voca. High School(Zhongshan Road),120.644305,24.428557
181區1,苑裡站 - 日南國中,回程,30,房裡,Fangli,120.647821,24.434701
181區1,苑裡站 - 日南國中,回程,31,客庄,Kezhuang,120.650096,24.439619
181區1,苑裡站 - 日南國中,回程,32,苑裡站,Yuanli Station,120.651598,24.442859
181區2,苑裡站 - 日南國中,去程,1,苑裡站,Yuanli Station,120.651579,24.44296
181區2,苑裡站 - 日南國中,去程,2,客庄,Kezhuang,120.650026,24.439595
181區2,苑裡站 - 日南國中,去程,3,房裡,Fangli,120.647854,24.434816
181區2,苑裡站 - 日南國中,去程,4,龍德家商(田心二十四路),Long Der Voca. High School(Tianxin 24th Road),120.643445,24.428492
